Year,Calendar Date (YYYYMMDD),WeekNo,Year_Week,$Price,$ Sales Amount,# Sold Unit,# Inventory Unit
2015,20150102,1,2015_01,114.14285714285714,68.4286398572113,1,0
2015,20150103,1,2015_01,114.14285714285714,85.57151414294272,1,0
2015,20150106,2,2015_02,114.14285714285714,171.14302828588544,2,0
2015,20150107,2,2015_02,114.14285714285714,85.57151414294272,1,0
2015,20150109,2,2015_02,114.14285714285714,114.14297128582842,1,0
2015,20150113,3,2015_03,114.14285714285714,85.57151414294272,1,0
2015,20150114,3,2015_03,114.14285714285714,85.57151414294272,1,0
2015,20150116,3,2015_03,114.14285714285714,0.0,0,0
2015,20150118,4,2015_04,114.14285714285714,199.72162829305685,2,249
2015,20150119,4,2015_04,114.14285714285714,199.71448542877116,2,0
2015,20150124,4,2015_04,114.14285714285714,114.14297128582842,1,0
2015,20150127,5,2015_05,114.14285714285714,114.14297128582842,1,0
2015,20150130,5,2015_05,114.14285714285714,85.57151414294272,1,0
2015,20150131,5,2015_05,114.14285714285714,256.71454242882817,3,0
2015,20150203,6,2015_06,114.14285714285714,68.4286398572113,1,0
2015,20150206,6,2015_06,114.14285714285714,381.42895285752434,10,0
2015,20150207,6,2015_06,114.14285714285714,456.71474242902815,11,0
2015,20150208,7,2015_07,114.14285714285714,303.5717321431607,3,150
2015,20150209,7,2015_07,114.14285714285714,248.81453452882025,3,0
2015,20150210,7,2015_07,114.14285714285714,100.42867185724329,1,0
2015,20150211,7,2015_07,114.14285714285714,85.57151414294272,1,0
2015,20150212,7,2015_07,114.14285714285714,176.8573197144626,2,0
2015,20150213,7,2015_07,114.14285714285714,5.714291428577143,0,0
2015,20150214,7,2015_07,114.14285714285714,214.57164314307173,2,0
2015,20150215,8,2015_08,114.14285714285714,91.28580557151986,1,129
2015,20150216,8,2015_08,114.14285714285714,154.0572969144398,2,0
2015,20150217,8,2015_08,114.14285714285714,180.32875175732318,2,0
2015,20150221,8,2015_08,114.14285714285714,79.90007990007989,1,0
2015,20150223,9,2015_09,114.14285714285714,114.14297128582842,1,0
2015,20150226,9,2015_09,114.14285714285714,114.14297128582842,1,0
2015,20150227,9,2015_09,114.14285714285714,308.1860224717368,3,0
2015,20150301,10,2015_10,114.14285714285714,114.14297128582842,1,111
2015,20150302,10,2015_10,114.14285714285714,114.14297128582842,1,0
2015,20150307,10,2015_10,114.14285714285714,85.57151414294272,1,0
2015,20150308,11,2015_11,114.14285714285714,85.57151414294272,1,116
2015,20150311,11,2015_11,114.14285714285714,228.28594257165685,2,0
2015,20150313,11,2015_11,114.14285714285714,182.57161114303972,2,0
2015,20150314,11,2015_11,114.14285714285714,370.85751371465653,4,0
2015,20150317,12,2015_12,114.14285714285714,85.57151414294272,1,0
2015,20150321,12,2015_12,114.14285714285714,85.57151414294272,1,0
2015,20150322,13,2015_13,114.14285714285714,188.3001883001883,2,109
2015,20150323,13,2015_13,114.14285714285714,68.4286398572113,1,0
2015,20150324,13,2015_13,114.14285714285714,228.28594257165685,2,0
2015,20150327,13,2015_13,114.14285714285714,374.8460891318034,5,0
2015,20150328,13,2015_13,114.14285714285714,286.4288578574293,3,0
2015,20150329,14,2015_14,114.14285714285714,394.7146804289662,5,97
2015,20150330,14,2015_14,114.14285714285714,91.28580557151986,1,0
2015,20150401,14,2015_14,114.14285714285714,199.71448542877116,2,0
2015,20150402,14,2015_14,114.14285714285714,68.4286398572113,1,0
2015,20150403,14,2015_14,114.14285714285714,273.8574167145596,3,0
2015,20150404,14,2015_14,114.14285714285714,114.14297128582842,1,0
2015,20150405,15,2015_15,114.14285714285714,372.000372000372,4,85
2015,20150406,15,2015_15,114.14285714285714,171.14302828588544,2,0
2015,20150407,15,2015_15,114.14285714285714,68.4286398572113,1,0
2015,20150408,15,2015_15,114.14285714285714,91.28580557151986,1,0
2015,20150409,15,2015_15,114.14285714285714,108.43582272153701,1,0
2015,20150411,15,2015_15,114.14285714285714,114.14297128582842,1,0
2015,20150412,16,2015_16,114.14285714285714,85.57151414294272,1,83
2015,20150414,16,2015_16,114.14285714285714,228.28594257165685,2,0
2015,20150416,16,2015_16,114.14285714285714,228.28594257165685,2,0
2015,20150417,16,2015_16,114.14285714285714,228.28594257165685,2,0
2015,20150419,17,2015_17,114.14285714285714,114.14297128582842,1,88
2015,20150420,17,2015_17,114.14285714285714,85.57151414294272,1,0
2015,20150423,17,2015_17,114.14285714285714,456.5718851433137,4,0
2015,20150424,17,2015_17,114.14285714285714,182.68589697161127,3,0
2015,20150425,17,2015_17,114.14285714285714,799.000799000799,7,0
2015,20150426,18,2015_18,114.14285714285714,542.1433992862565,5,103
2015,20150427,18,2015_18,114.14285714285714,627.7149134291991,6,0
2015,20150428,18,2015_18,114.14285714285714,342.4289138574853,3,0
2015,20150429,18,2015_18,114.14285714285714,399.5003995003995,4,0
2015,20150430,18,2015_18,114.14285714285714,274.00027400027403,3,0
2015,20150501,18,2015_18,114.14285714285714,662.0292334578048,6,0
2015,20150502,18,2015_18,114.14285714285714,542.1433992862565,5,0
2015,20150503,19,2015_19,114.14285714285714,285.28599957171383,3,70
2015,20150504,19,2015_19,114.14285714285714,228.28594257165685,2,0
2015,20150505,19,2015_19,114.14285714285714,353.8574967146396,4,0
2015,20150507,19,2015_19,114.14285714285714,114.14297128582842,1,0
2015,20150508,19,2015_19,114.14285714285714,114.14297128582842,1,0
2015,20150509,19,2015_19,114.14285714285714,199.71448542877116,2,0
2015,20150510,20,2015_20,114.14285714285714,114.14297128582842,1,56
2015,20150512,20,2015_20,114.14285714285714,0.0,0,0
2015,20150513,20,2015_20,114.14285714285714,40.00004000004,1,0
2015,20150516,20,2015_20,114.14285714285714,114.14297128582842,1,0
2015,20150517,21,2015_21,114.14285714285714,85.57151414294272,1,44
2015,20150519,21,2015_21,114.14285714285714,91.31437702866275,1,0
2015,20150520,21,2015_21,114.14285714285714,114.14297128582842,1,0
2015,20150521,21,2015_21,114.14285714285714,114.14297128582842,1,0
2015,20150522,21,2015_21,114.14285714285714,68.4286398572113,1,0
2015,20150523,21,2015_21,114.14285714285714,456.5718851433137,4,0
2015,20150524,22,2015_22,114.14285714285714,228.28594257165685,2,95
2015,20150525,22,2015_22,114.14285714285714,296.71458242886814,3,0
2015,20150526,22,2015_22,114.14285714285714,85.57151414294272,1,0
2015,20150527,22,2015_22,114.14285714285714,-68.4286398572113,-1,0
2015,20150528,22,2015_22,114.14285714285714,342.4289138574853,3,0
2015,20150529,22,2015_22,114.14285714285714,114.14297128582842,1,0
2015,20150531,23,2015_23,114.14285714285714,741.8578847150276,7,0
2015,20150601,23,2015_23,114.14285714285714,410.85755371469656,4,0
2015,20150602,23,2015_23,114.14285714285714,171.28588557159986,2,0
2015,20150603,23,2015_23,114.14285714285714,114.14297128582842,1,0
2015,20150604,23,2015_23,114.14285714285714,114.14297128582842,1,0
2015,20150605,23,2015_23,114.14285714285714,542.1433992862565,5,0
2015,20150606,23,2015_23,114.14285714285714,570.7148564291421,5,0
2015,20150607,24,2015_24,114.14285714285714,342.4289138574853,3,79
2015,20150608,24,2015_24,114.14285714285714,171.28588557159986,2,0
2015,20150609,24,2015_24,114.14285714285714,114.14297128582842,1,0
2015,20150610,24,2015_24,114.14285714285714,342.4289138574853,3,0
2015,20150611,24,2015_24,114.14285714285714,382.28609657181084,4,0
2015,20150612,24,2015_24,114.14285714285714,114.14297128582842,1,0
2015,20150613,24,2015_24,114.14285714285714,405.28611957183386,4,0
2015,20150614,25,2015_25,114.14285714285714,114.14297128582842,1,62
2015,20150615,25,2015_25,114.14285714285714,114.14297128582842,1,0
2015,20150618,25,2015_25,114.14285714285714,502.2290736576451,5,0
2015,20150619,25,2015_25,114.14285714285714,57.000057000057005,0,0
2015,20150620,25,2015_25,114.14285714285714,205.57163414306274,3,0
2015,20150622,26,2015_26,114.14285714285714,114.14297128582842,1,0
2015,20150623,26,2015_26,114.14285714285714,245.42881685738828,3,0
2015,20150624,26,2015_26,114.14285714285714,199.71448542877116,2,0
2015,20150625,26,2015_26,114.14285714285714,85.57151414294272,1,0
2015,20150627,26,2015_26,114.14285714285714,171.14302828588544,2,0
2015,20150628,27,2015_27,114.14285714285714,114.14297128582842,1,44
2015,20150629,27,2015_27,114.14285714285714,45.71433142861714,1,0
2015,20150702,27,2015_27,114.14285714285714,159.85730271444558,2,0
2015,20150704,27,2015_27,114.14285714285714,114.14297128582842,2,0
2015,20150706,28,2015_28,114.14285714285714,91.42866285723429,2,0
2015,20150707,28,2015_28,114.14285714285714,91.42866285723429,2,0
2015,20150709,28,2015_28,114.14285714285714,114.14297128582842,1,0
2015,20150710,28,2015_28,114.14285714285714,159.85730271444558,3,0
2015,20150711,28,2015_28,114.14285714285714,68.4286398572113,0,0
2015,20150712,29,2015_29,114.14285714285714,45.71433142861714,1,30
2015,20150713,29,2015_29,114.14285714285714,114.14297128582842,1,0
2015,20150717,29,2015_29,114.14285714285714,68.4286398572113,1,0
2015,20150721,30,2015_30,114.14285714285714,114.14297128582842,1,0
2015,20150728,31,2015_31,114.14285714285714,114.14297128582842,1,0
2015,20150805,32,2015_32,114.14285714285714,114.14297128582842,1,0
2015,20150811,33,2015_33,114.14285714285714,-114.14297128582842,-1,0
2015,20150820,34,2015_34,114.14285714285714,1716.7102881388596,32,0
2015,20150828,35,2015_35,114.14285714285714,1651.6487945059373,15,0
2015,20150829,35,2015_35,114.14285714285714,799.000799000799,7,0
2015,20150830,36,2015_36,114.14285714285714,1997.5019975019975,19,270
